NAME,TYPE,UNIT,ADDR,RAW_ZERO,RAW_FULL,ENG_ZERO,ENG_FULL,ENG_UNITS,FORMAT,COMMENT,EDITCODE,LINKED,OID,REF1,REF2,DEADBAND,CUSTOM,TAGGENLINK,CLUSTER,EQUIP,ITEM,HISTORIAN,CUSTOM1,CUSTOM2,CUSTOM3,CUSTOM4,CUSTOM5,CUSTOM6,CUSTOM7,CUSTOM8,Category,Reason
MC2_QC509_WKF2_AI,REAL,MC2_IODev,%MW660,,,,,,,2#尾矿阀门实际开度反馈值,,,0x00023714,,,,,,,,,,,,,,,,,,probable,2#尾矿阀门实际开度反馈值同理，决定多台并行设备或多管路的尾矿排放情况，防止液位漫槽或跑空，属于直接反馈。
MC2_QC509_PWF_AI,REAL,MC2_IODev,%MW662,,,,,,,排污阀门开度实际值,,,0x00023715,,,,,,,,,,,,,,,,,,probable,排污阀实际开度反馈能准确定位排污引起的瞬态工况，在此期间的液位剧烈波动属于正常工艺操作，需要引入模型以过滤假异常。
MC2_QC509_CKSYL_AI,REAL,MC2_IODev,%MW664,,,,,,,冲矿水压力值,,,0x00023716,,,,,,,,,,,,,,,,,,probable,冲矿水压力直接决定精矿卸矿效率，水压不足导致磁介质糊堵，下一圈无法吸附铁矿物，品位和回收率都会暴跌，是核心连续特征。
MC2_QC509_CKSRKYL_AI,REAL,MC2_IODev,%MW666,,,,,,,冲矿水入口压力值,,,0x00023717,,,,,,,,,,,,,,,,,,probable,冲矿水入口压力补充描述了全厂冲水管网的供压稳定性，能直接解释冲洗不畅是否由于母管压力低造成，对流体模型很有价值。
MC2_QC509_CKSCKYL_AI,REAL,MC2_IODev,%MW668,,,,,,,冲矿水出口压力值,,,0x00023718,,,,,,,,,,,,,,,,,,probable,冲矿水出口压力反馈流过清洗喷嘴后的状态，是判断冲洗效果和设备是否需要维护的物理参数。
MC2_QC509_MDPL_AI,REAL,MC2_IODev,%MW670,,,,,,,脉动电机实际工作频率显示值,,,0x00023719,,,,,,,,,,,,,,,,,,probable,脉动频率反馈是强磁选精选降硅的最重要手段，直接负责把机械夹杂在磁性矿物中的废石抖落，与品位有强因果关系。
MC2_QC509_ZHPL_AI,REAL,MC2_IODev,%MW672,,,,,,,转环电机实际工作频率显示值,,,0x0002371a,,,,,,,,,,,,,,,,,,probable,转环真实转速控制着物料在强磁场区域的暴露时长，这是优化回收率和品位的基本动力学参数。
MC2_QC509_XKYW_AI,REAL,MC2_IODev,%MW674,,,,,,,选矿液位,,,0x0002371b,,,,,,,,,,,,,,,,,,probable,选矿液位直接反馈分选区域的矿浆是否合适，如果液位探头波动异常大可能说明有泥化或排空抽气，严重影响分选环境。
MC2_QC509_LCDL_AO,REAL,MC2_IODev,%MW676,,,,,,,励磁电流设定值,,,0x0002371c,,,,,,,,,,,,,,,,,,questionable,励磁电流设定值属于给定量，如果系统闭环性能差或存在硬件故障，设定值不能代表真实磁场强度，模型使用设定值容易被骗。
MC2_QC509_FCSJGSJ_AO,REAL,MC2_IODev,%MW678,,,,,,,反冲水间隔时间,,,0x0002371d,,,,,,,,,,,,,,,,,,questionable,反冲水间隔时间设定多为长时间不变的常数，且未反映真实的物理冲洗强度，对微观品位拟合帮助甚微，通常归为可疑或边界常量。
MC2_QC509_FCSSJ_AO,REAL,MC2_IODev,%MW680,,,,,,,反冲水时间,,,0x0002371e,,,,,,,,,,,,,,,,,,questionable,反冲水时间设定同理，是系统参数之一，真正发生扰动是由阀位和压力反馈引发的，该设定值无法直接体现因果瞬态过程。
MC2_QC509_WKF1_AO,REAL,MC2_IODev,%MW682,,,,,,,1#尾矿阀门手动开度设定值,,,0x0002371f,,,,,,,,,,,,,,,,,,questionable,手动设定不仅容易引入人为的跳变噪音，而且在阀门机械故障（如力矩报警卡死）时与真实物理开度背离，缺乏客观真实性。
MC2_QC509_WKF2_AO,REAL,MC2_IODev,%MW684,,,,,,,2#尾矿阀门手动开度设定值,,,0x00023720,,,,,,,,,,,,,,,,,,questionable,2#尾矿阀门的手动给定存在同样的控制死区和人为干扰问题，在数据建模时不可作为完全信任的特征。
MC2_QC509_PWF_AO,REAL,MC2_IODev,%MW686,,,,,,,排污阀门开度设定值,,,0x00023721,,,,,,,,,,,,,,,,,,questionable,排污阀门开度设定值在气动管网异常（如气压不足）时无法驱动实际阀门，AI应以真实反馈为主。
MC2_QC509_MDPL_AO,REAL,MC2_IODev,%MW688,,,,,,,脉动电机设定频率值,,,0x00023722,,,,,,,,,,,,,,,,,,questionable,脉动电机设定频率无法反映皮带断裂、打滑等物理失联问题，设定值正常而实际故障时会产生极其错误的品位特征关联。
MC2_QC509_ZHPL_AO,REAL,MC2_IODev,%MW690,,,,,,,转环电机设定频率值,,,0x00023723,,,,,,,,,,,,,,,,,,questionable,转环电机频率设定值与实际物理运动状态之间存在控制执行误差，置信度较差。
MC2_QC509_PWJG_AO,REAL,MC2_IODev,%MW692,,,,,,,排污间隔时间设定,,,0x00023724,,,,,,,,,,,,,,,,,,questionable,排污间隔时间设定属于宏观工艺配置时间参数，不随矿浆高频波动，很难直接用于捕捉连续的精矿品位游走。
MC2_QC509_PWSJ_AO,REAL,MC2_IODev,%MW694,,,,,,,排污时间设定,,,0x00023725,,,,,,,,,,,,,,,,,,questionable,排污时间设定同样是定值或极少变化的系统参数，在没有实际动作反馈的结合下难以直接提取为有效特征。
MC2_QC510_LCDY_AI,REAL,MC2_IODev,%MW696,,,,,,,励磁电压值,,,0x00023726,,,,,,,,,,,,,,,,,,probable,励磁电压值的监测能与电流联合评估线圈的老化与短路发热状态，揭示出隐藏的场强衰减现象，是设备防跑尾的有效间接指标。
MC2_QC510_LCDL_AI,REAL,MC2_IODev,%MW698,,,,,,,励磁电流值,,,0x00023727,,,,,,,,,,,,,,,,,,probable,励磁电流值反馈能百分之百反映当前强磁机的背景磁场能力，直接主导着对红矿连生体的捕收，与硅酸盐的混入正相关。
MC2_QC510_XQWD_AI,REAL,MC2_IODev,%MW700,,,,,,,线圈温度值,,,0x00023728,,,,,,,,,,,,,,,,,,probable,线圈温度上升反映了能耗发热情况，温度过高不仅引发报警使设备跳闸，其导致的电阻变化更是直接侵蚀了磁场强度。
MC2_QC510_WKF1_AI,REAL,MC2_IODev,%MW702,,,,,,,1#尾矿阀门实际开度反馈值,,,0x00023729,,,,,,,,,,,,,,,,,,probable,尾矿阀门实际开度反馈是验证尾料能否顺畅排走、避免选别液位被顶住从而破坏强磁场流场的最真实依据。
MC2_QC510_WKF2_AI,REAL,MC2_IODev,%MW704,,,,,,,2#尾矿阀门实际开度反馈值,,,0x0002372a,,,,,,,,,,,,,,,,,,probable,2#尾矿阀实际反馈直接显示管道拓扑过流面积，对于评估处理量上限和稳定性起连续观测作用。
MC2_QC510_PWF_AI,REAL,MC2_IODev,%MW706,,,,,,,排污阀门开度实际值,,,0x0002372b,,,,,,,,,,,,,,,,,,probable,排污阀真实开度能告诉模型当前系统处于正常排污波动还是平稳选别期，这是区分正常和异常方差特征的重要依据。
MC2_QC510_CKSYL_AI,REAL,MC2_IODev,%MW708,,,,,,,冲矿水压力值,,,0x0002372c,,,,,,,,,,,,,,,,,,probable,冲矿水压力不仅用来冲洗精矿，其波动的方差能暗示环水系统是否有压力不足问题，对品位异常具有强解释性。
MC2_QC510_CKSRKYL_AI,REAL,MC2_IODev,%MW710,,,,,,,冲矿水入口压力值,,,0x0002372d,,,,,,,,,,,,,,,,,,probable,入口水压体现总管给水状态，连续压力信号能很好地跟踪水流动力学的稳定性。
MC2_QC510_CKSCKYL_AI,REAL,MC2_IODev,%MW712,,,,,,,冲矿水出口压力值,,,0x0002372e,,,,,,,,,,,,,,,,,,probable,出口水压结合入口水压能计算压差，识别内部喷淋系统的健康度，这关系到精矿脱水与卸矿的彻底程度。
MC2_QC510_MDPL_AI,REAL,MC2_IODev,%MW714,,,,,,,脉动电机实际工作频率显示值,,,0x0002372f,,,,,,,,,,,,,,,,,,probable,脉动电机的实际工作频率反馈反映了底部鼓膜驱动真实状态，是脱除机械夹杂石英的最直接、最强力的动力源。
MC2_QC510_ZHPL_AI,REAL,MC2_IODev,%MW716,,,,,,,转环电机实际工作频率显示值,,,0x00023730,,,,,,,,,,,,,,,,,,probable,转环实际频率决定了分选的时间窗口，是计算冲激比和处理物料在磁场区域停留时间的必要物理特征。
MC2_QC510_XKYW_AI,REAL,MC2_IODev,%MW718,,,,,,,选矿液位,,,0x00023731,,,,,,,,,,,,,,,,,,probable,选矿液位是高梯度磁选机核心的工艺反馈变量。液位直接影响分选流场，必须淹没转环特定高度，过高漫槽或过低带入空气都会严重破坏精矿品位。
MC2_QC510_LCDL_AO,REAL,MC2_IODev,%MW720,,,,,,,励磁电流设定值,,,0x00023732,,,,,,,,,,,,,,,,,,probable,励磁电流设定值是决定强磁机背景磁场强度的核心操作手柄。磁场强度直接决定磁性矿物的捕获能力，宏观上与精矿品位呈负相关，与回收率呈正相关。
MC2_QC510_FCSJGSJ_AO,REAL,MC2_IODev,%MW722,,,,,,,反冲水间隔时间,,,0x00023733,,,,,,,,,,,,,,,,,,probable,反冲水间隔时间控制脉石和夹杂物被洗出的频次。合适的冲洗时序能有效降低精矿中的二氧化硅含量，是微调精矿品位的重要参数。
MC2_QC510_FCSSJ_AO,REAL,MC2_IODev,%MW724,,,,,,,反冲水时间,,,0x00023734,,,,,,,,,,,,,,,,,,probable,反冲水时间决定了单次反冲的持续长度，直接影响脉石能否被充分洗出而不至于把铁矿物冲走，对品位和回收率有平衡作用。
MC2_QC510_WKF1_AO,REAL,MC2_IODev,%MW726,,,,,,,1#尾矿阀门手动开度设定值,,,0x00023735,,,,,,,,,,,,,,,,,,probable,尾矿阀门开度决定了强磁机排尾的速度和液位平衡。阀门的手动开度设定值反映了人工对排矿拓扑和流量的干预调节，直接关联物料平衡。
MC2_QC510_WKF2_AO,REAL,MC2_IODev,%MW728,,,,,,,2#尾矿阀门手动开度设定值,,,0x00023736,,,,,,,,,,,,,,,,,,probable,2#尾矿阀门手动开度同样调节尾矿排放流场，影响设备内矿浆液位的稳定性，从而间接作用于分选效果和最终品位。
MC2_QC510_PWF_AO,REAL,MC2_IODev,%MW730,,,,,,,排污阀门开度设定值,,,0x00023737,,,,,,,,,,,,,,,,,,probable,排污阀门动作会引起设备内液位和浓度的瞬态剧烈波动，属于重要的脉冲型工艺动作。其设定值决定了何时引发这种正常的工艺扰动。
MC2_QC510_MDPL_AO,REAL,MC2_IODev,%MW732,,,,,,,脉动电机设定频率值,,,0x00023738,,,,,,,,,,,,,,,,,,probable,脉动电机设定频率决定了脉动鼓膜的冲次。这是抖落机械夹杂石英、提高精矿品位的核心控制手柄，与品位存在强烈的正相关性。
MC2_QC510_ZHPL_AO,REAL,MC2_IODev,%MW734,,,,,,,转环电机设定频率值,,,0x00023739,,,,,,,,,,,,,,,,,,probable,转环电机设定频率决定了磁介质在分选区的停留时间和处理量。转速的设定直接影响铁矿物的吸附几率，是回收率和品位的关键控制量。
MC2_QC510_PWJG_AO,REAL,MC2_IODev,%MW736,,,,,,,排污间隔时间设定,,,0x0002373a,,,,,,,,,,,,,,,,,,probable,排污间隔时间设定控制了系统排出积存粗大脉石或杂物的周期。虽然是间歇性动作，但会规律性地影响流场状态，进而影响稳态数据的切分。
MC2_QC510_PWSJ_AO,REAL,MC2_IODev,%MW738,,,,,,,排污时间设定,,,0x0002373b,,,,,,,,,,,,,,,,,,probable,排污时间设定决定了单次排污的持续时长。影响设备内液体流失量和恢复正常流场所需要的时间，是系统瞬态建模的重要特征。
MC2_QC601_LCDY_AI,REAL,MC2_IODev,%MW740,,,,,,,励磁电压值,,,0x0002373c,,,,,,,,,,,,,,,,,,probable,励磁电压值与电流配合，能够监测线圈是否发热或短路（表现为电阻变化导致电压异常）。一旦电压异常，磁场强度会暗降，导致跑尾和品位变动。
MC2_QC601_LCDL_AI,REAL,MC2_IODev,%MW742,,,,,,,励磁电流值,,,0x0002373d,,,,,,,,,,,,,,,,,,probable,励磁电流值是实际产生背景磁场的绝对核心物理量。通过该变量能最真实地反映当前机台的磁场抓取能力，与精矿品位存在绝对的因果负相关。
MC2_QC601_XQWD_AI,REAL,MC2_IODev,%MW744,,,,,,,线圈温度值,,,0x0002373e,,,,,,,,,,,,,,,,,,questionable,线圈温度值发热量巨大，温度过高属于安防边界条件。如果温度超标会导致设备降负荷运行甚至停机，此时的数据为非稳态过渡过程或跳闸前兆，建议做异常过滤用。
MC2_QC601_WKF1_AI,REAL,MC2_IODev,%MW746,,,,,,,1#尾矿阀门实际开度反馈值,,,0x0002373f,,,,,,,,,,,,,,,,,,probable,1#尾矿阀门实际开度反馈值代表了物理排矿通道的实际打开状态。结合给定值可判断阀门是否卡涩，是决定系统流量拓扑和液位平衡的基础数据。
MC2_QC601_WKF2_AI,REAL,MC2_IODev,%MW748,,,,,,,2#尾矿阀门实际开度反馈值,,,0x00023740,,,,,,,,,,,,,,,,,,probable,2#尾矿阀门实际开度反馈值同理，实际开度对于流体平衡和磁选机内矿浆停留时间至关重要，直接参与后续品位的形成过程。
MC2_QC601_PWF_AI,REAL,MC2_IODev,%MW750,,,,,,,排污阀门开度实际值,,,0x00023741,,,,,,,,,,,,,,,,,,probable,排污阀门开度实际值反映了设备的真实排污动作发生时刻。发生时液位等参数的突变将被解释为排污扰动，是清理数据时序中脉冲噪声的关键标志。
MC2_QC601_CKSYL_AI,REAL,MC2_IODev,%MW752,,,,,,,冲矿水压力值,,,0x00023742,,,,,,,,,,,,,,,,,,probable,冲矿水压力直接决定能否在无磁场区把铁精矿冲刷干净。若压力不足，精矿残留在介质中会导致堵塞，后续磁选效果和品位回收率均会暴跌。
MC2_QC601_CKSRKYL_AI,REAL,MC2_IODev,%MW754,,,,,,,冲矿水入口压力值,,,0x00023743,,,,,,,,,,,,,,,,,,probable,冲矿水入口压力表征供水管网或加压泵的动力状态，保障冲洗水系统正常工作的源头变量。断水一秒钟都可能引发介质堵塞，严重影响品位。
MC2_QC601_CKSCKYL_AI,REAL,MC2_IODev,%MW756,,,,,,,冲矿水出口压力值,,,0x00023744,,,,,,,,,,,,,,,,,,probable,冲矿水出口压力是验证冲矿喷嘴是否畅通、水压是否实打实作用于磁介质的有效证明，对诊断流体系统异常从而预测品位崩溃有直接帮助。
MC2_QC601_MDPL_AI,REAL,MC2_IODev,%MW758,,,,,,,脉动电机实际工作频率显示值,,,0x00023745,,,,,,,,,,,,,,,,,,probable,脉动电机实际工作频率显示值是现场实际发生的冲次（如每分钟200-300次），反映了强磁机“抖落废石”的真实物理强度，是建模SiO2含量的最强因子之一。
MC2_QC601_ZHPL_AI,REAL,MC2_IODev,%MW760,,,,,,,转环电机实际工作频率显示值,,,0x00023746,,,,,,,,,,,,,,,,,,probable,转环电机实际工作频率显示值代表了介质盒真实的旋转速度。直接关联矿浆的处理量和磁性矿物的有效吸附时间窗口，核心分离参数。
MC2_QC601_XKYW_AI,REAL,MC2_IODev,%MW762,,,,,,,选矿液位,,,0x00023747,,,,,,,,,,,,,,,,,,probable,选矿液位反馈是磁选机最直接的控制结果。液位必须稳定，剧烈波动暗示流场破坏或者出现泡沫欺骗等传感器问题，对品位的稳定性预测极大关键。
MC2_QC601_LCDL_AO,REAL,MC2_IODev,%MW764,,,,,,,励磁电流设定值,,,0x00023748,,,,,,,,,,,,,,,,,,probable,励磁电流设定值体现了操作控制系统预期要达到的磁场强度，属于影响品位调节闭环的最重要给定量。
MC2_QC601_FCSJGSJ_AO,REAL,MC2_IODev,%MW766,,,,,,,反冲水间隔时间,,,0x00023749,,,,,,,,,,,,,,,,,,probable,反冲水间隔时间设定用于微调脉石清理频率。与设备对极弱磁性连生体与石英的分选效果息息相关，直接控制了品位与回收率的折中点。
MC2_QC601_FCSSJ_AO,REAL,MC2_IODev,%MW768,,,,,,,反冲水时间,,,0x0002374a,,,,,,,,,,,,,,,,,,probable,反冲水时间设定决定了洗涤相的绝对时长，关系到石英是否能被清洗出去而铁矿不流失，是提高精矿品位的重要动作手柄。
MC2_QC601_WKF1_AO,REAL,MC2_IODev,%MW770,,,,,,,1#尾矿阀门手动开度设定值,,,0x0002374b,,,,,,,,,,,,,,,,,,probable,1#尾矿阀门手动开度设定值，是操作员干预排尾量的手段。尾矿外排量的控制能决定设备内的持液量与流态，是物料平衡的重要变量。
MC2_QC601_WKF2_AO,REAL,MC2_IODev,%MW772,,,,,,,2#尾矿阀门手动开度设定值,,,0x0002374c,,,,,,,,,,,,,,,,,,probable,2#尾矿阀门手动开度设定值同理，影响排尾通道的总过流面积，间接改变磁选机分离槽的稳定状态。
MC2_QC601_PWF_AO,REAL,MC2_IODev,%MW774,,,,,,,排污阀门开度设定值,,,0x0002374d,,,,,,,,,,,,,,,,,,probable,排污阀门开度设定值，决定了定期排放杂质时的开启比例，其设定大小影响排污引发瞬态流体波动的剧烈程度，影响短时间内的分选平稳度。
MC2_QC601_MDPL_AO,REAL,MC2_IODev,%MW776,,,,,,,脉动电机设定频率值,,,0x0002374e,,,,,,,,,,,,,,,,,,probable,脉动电机设定频率值是期望达到的脉动冲次目标，作为核心的品位控制给定信号，能够反映系统的调控意图。
MC2_QC601_ZHPL_AO,REAL,MC2_IODev,%MW778,,,,,,,转环电机设定频率值,,,0x0002374f,,,,,,,,,,,,,,,,,,probable,转环电机设定频率值是期望达到的转速目标，改变此设定可以应对处理量的变化，是维持正常工艺节奏的核心手柄。
MC2_QC601_PWJG_AO,REAL,MC2_IODev,%MW780,,,,,,,排污间隔时间设定,,,0x00023750,,,,,,,,,,,,,,,,,,probable,排污间隔时间设定属于周期性排空底层粗粒矿物的控制参数。排污周期的长短决定了死角矿浆的更新率，间接影响内部有效分离空间。
MC2_QC601_PWSJ_AO,REAL,MC2_IODev,%MW782,,,,,,,排污时间设定,,,0x00023751,,,,,,,,,,,,,,,,,,probable,排污时间设定决定单次排污带来的质量和体积损失量，时间越长瞬态干扰越大，模型需据此进行时序切分和对齐。
MC2_QC602_LCDY_AI,REAL,MC2_IODev,%MW784,,,,,,,励磁电压值,,,0x00023752,,,,,,,,,,,,,,,,,,probable,励磁电压值与励磁电流成对出现，能用于诊断线圈老化或短路导致磁场效率下降的隐性故障，可有效规避由励磁欺骗引起的品位跳水预测误差。
MC2_QC602_LCDL_AI,REAL,MC2_IODev,%MW786,,,,,,,励磁电流值,,,0x00023753,,,,,,,,,,,,,,,,,,probable,励磁电流值反馈是背景磁场的直接表征，数值大小与精矿品位形成显著反比因果关联，必须纳入特征空间。
MC2_QC602_XQWD_AI,REAL,MC2_IODev,%MW788,,,,,,,线圈温度值,,,0x00023754,,,,,,,,,,,,,,,,,,questionable,线圈温度属于设备的安防临界监控指标。温度过高可能强制系统切断励磁引起品位突变，属于异常或故障诊断变量，在稳态建模时往往作为剔除条件。
MC2_QC602_WKF1_AI,REAL,MC2_IODev,%MW790,,,,,,,1#尾矿阀门实际开度反馈值,,,0x00023755,,,,,,,,,,,,,,,,,,probable,1#尾矿阀门实际开度反馈真实展示了排尾泄流口的开放比例，若与设定不符则可判别发生卡涩，在确定实际物料平衡和滞后量时非常重要。
MC2_QC602_WKF2_AI,REAL,MC2_IODev,%MW792,,,,,,,2#尾矿阀门实际开度反馈值,,,0x00023756,,,,,,,,,,,,,,,,,,probable,2#尾矿阀门实际开度反馈同样是物理流场和液位平衡的重要执行器真实状态回馈，参与定义磁选机工作流场。
MC2_QC602_PWF_AI,REAL,MC2_IODev,%MW794,,,,,,,排污阀门开度实际值,,,0x00023757,,,,,,,,,,,,,,,,,,probable,排污阀门开度实际值准确标记了强扰动脉冲的发生时刻，对于区分“正常工艺脉冲”与“品位异常波动”有着极高的判定作用。
MC2_QC602_CKSYL_AI,REAL,MC2_IODev,%MW796,,,,,,,冲矿水压力值,,,0x00023758,,,,,,,,,,,,,,,,,,probable,冲矿水压力值为高压水系统状态提供确切值，这是保障介质盒能在无磁区被彻底清空的前提条件，直接相关设备的连续分选效能和品位维持能力。
MC2_QC602_CKSRKYL_AI,REAL,MC2_IODev,%MW798,,,,,,,冲矿水入口压力值,,,0x00023759,,,,,,,,,,,,,,,,,,probable,冲矿水入口压力可以监测车间环水/加压泵系统的动力供应是否平稳，若压力突降则意味着即将发生全线设备介质堵塞，属于强前兆变量。
MC2_QC602_CKSCKYL_AI,REAL,MC2_IODev,%MW800,,,,,,,冲矿水出口压力值,,,0x0002375a,,,,,,,,,,,,,,,,,,probable,冲矿水出口压力反映喷淋系统是否通畅有效，与冲矿水流量共同决定了铁精矿产品能否被完美收集而不残留在棒内。
MC2_QC602_MDPL_AI,REAL,MC2_IODev,%MW802,,,,,,,脉动电机实际工作频率显示值,,,0x0002375b,,,,,,,,,,,,,,,,,,probable,脉动电机实际工作频率显示值是真正的“洗矿冲次”，它将机械力施加于矿粒群并把二氧化硅抖出去，品位提纯的直接做功变量。
MC2_QC602_ZHPL_AI,REAL,MC2_IODev,%MW804,,,,,,,转环电机实际工作频率显示值,,,0x0002375c,,,,,,,,,,,,,,,,,,probable,转环电机实际工作频率显示值是介质网运转周期的实际反馈，关系处理量及吸附反应时长，核心分离效率计算指标。
MC2_QC602_XKYW_AI,REAL,MC2_IODev,%MW806,,,,,,,选矿液位,,,0x0002375d,,,,,,,,,,,,,,,,,,probable,选矿液位是直接评价磁选流场稳定性的一阶状态变量。若液位发生不可控震荡，当前产出的精矿品位置信度将极大下降。
MC2_QC602_LCDL_AO,REAL,MC2_IODev,%MW808,,,,,,,励磁电流设定值,,,0x0002375e,,,,,,,,,,,,,,,,,,probable,励磁电流设定值作为调控核心，与工人经验及自动化目标挂钩，决定磁选强弱和预期的品位折中结果。
MC2_QC602_FCSJGSJ_AO,REAL,MC2_IODev,%MW810,,,,,,,反冲水间隔时间,,,0x0002375f,,,,,,,,,,,,,,,,,,probable,反冲水间隔时间是脉冲式排杂的操作指令，其给定策略体现了操作逻辑针对原矿性质连生体特性所作的微调，影响精矿含硅量。
MC2_QC602_FCSSJ_AO,REAL,MC2_IODev,%MW812,,,,,,,反冲水时间,,,0x00023760,,,,,,,,,,,,,,,,,,probable,反冲水时间控制指令同样是直接干预脉石剥离强度的控制手段，具有调节品位的显著工艺学意义。
MC2_QC602_WKF1_AO,REAL,MC2_IODev,%MW814,,,,,,,1#尾矿阀门手动开度设定值,,,0x00023761,,,,,,,,,,,,,,,,,,probable,1#尾矿阀门手动开度设定值反映操作层面对流场排料阻力的设置意图，直接决定设备流体通量及溢流安全边界。
MC2_QC602_WKF2_AO,REAL,MC2_IODev,%MW816,,,,,,,2#尾矿阀门手动开度设定值,,,0x00023762,,,,,,,,,,,,,,,,,,probable,2#尾矿阀门手动开度设定值是并联使用的排料控制变量，决定槽体内的物料停留与平衡，是品位特征集的组成部分。
MC2_QC602_PWF_AO,REAL,MC2_IODev,%MW818,,,,,,,排污阀门开度设定值,,,0x00023763,,,,,,,,,,,,,,,,,,questionable,排污阀门开度设定值。根据机理规则62，阀门可能存在卡涩或死区，设定值与实际执行开度可能存在偏差，且排污动作属于脉冲式扰动，优先采信实际反馈值，因此设定值属于可疑边界变量。
MC2_QC602_MDPL_AO,REAL,MC2_IODev,%MW820,,,,,,,脉动电机设定频率值,,,0x00023764,,,,,,,,,,,,,,,,,,probable,脉动电机设定频率值。脉动冲次是决定强磁机冲洗废石、提升精矿品位的绝对核心操作手柄（规则19、20），其设定值直接代表了系统的控制意图，很可能与品位高度相关。
MC2_QC602_ZHPL_AO,REAL,MC2_IODev,%MW822,,,,,,,转环电机设定频率值,,,0x00023765,,,,,,,,,,,,,,,,,,probable,转环电机设定频率值。转速决定了磁介质在分选区的停留时间和处理量（规则21），是强磁选分离的关键控制量，很可能相关。
MC2_QC602_PWJG_AO,REAL,MC2_IODev,%MW824,,,,,,,排污间隔时间设定,,,0x00023766,,,,,,,,,,,,,,,,,,questionable,排污间隔时间设定。属于PLC底层时序逻辑的常数设定，平时极少变动，对实时品位的因果影响具有长周期和间接性，不如实际阀门开度反馈直观，视为可疑变量。
MC2_QC602_PWSJ_AO,REAL,MC2_IODev,%MW826,,,,,,,排污时间设定,,,0x00023767,,,,,,,,,,,,,,,,,,questionable,排污时间设定。同样属于底层时序逻辑控制参数，实际的排污过程导致的流场扰动应当从阀门开度反馈中提取，设定值本身很难直接映射品位的连续变化。
MC2_QC603_LCDY_AI,REAL,MC2_IODev,%MW828,,,,,,,励磁电压值,,,0x00023768,,,,,,,,,,,,,,,,,,probable,励磁电压值。根据规则66，励磁电压是反映线圈健康状况和实际输出磁场强度的重要指标，电压异常下降说明存在短路风险，会引起回收率和品位突变，属于重要连续反馈。
MC2_QC603_LCDL_AI,REAL,MC2_IODev,%MW830,,,,,,,励磁电流值,,,0x00023769,,,,,,,,,,,,,,,,,,probable,励磁电流值。强磁机背景磁场强度的绝对核心特征（规则17、18），直接决定能抓取多少连生体，对最终的TFe和SiO2指标有明确的因果负相关。
MC2_QC603_XQWD_AI,REAL,MC2_IODev,%MW832,,,,,,,线圈温度值,,,0x0002376a,,,,,,,,,,,,,,,,,,probable,线圈温度值。强磁机发热巨大，线圈温度升高会导致电阻增大并可能使实际励磁磁场下降（规则24），是影响场强稳定性的重要反馈变量。
MC2_QC603_WKF1_AI,REAL,MC2_IODev,%MW834,,,,,,,1#尾矿阀门实际开度反馈值,,,0x0002376b,,,,,,,,,,,,,,,,,,probable,1#尾矿阀门实际开度反馈值。尾矿排出的顺畅与否直接关系到强磁机的内部液位和分选流场，实际开度反馈值是真实的物理过流面积，与分选效果直接相关。
MC2_QC603_WKF2_AI,REAL,MC2_IODev,%MW836,,,,,,,2#尾矿阀门实际开度反馈值,,,0x0002376c,,,,,,,,,,,,,,,,,,probable,2#尾矿阀门实际开度反馈值。同1#尾矿阀，共同决定尾矿排矿拓扑和流量，是维持机内流场稳定的关键反馈变量。
MC2_QC603_PWF_AI,REAL,MC2_IODev,%MW838,,,,,,,排污阀门开度实际值,,,0x0002376d,,,,,,,,,,,,,,,,,,probable,排污阀门开度实际值。排污期间液位和浓度剧烈波动，是强磁机的正常工艺动作（规则26）。该反馈值准确记录了扰动发生的时刻和幅度，对于数据切分和特征对齐至关重要。
MC2_QC603_CKSYL_AI,REAL,MC2_IODev,%MW840,,,,,,,冲矿水压力值,,,0x0002376e,,,,,,,,,,,,,,,,,,probable,冲矿水压力值。冲矿水压直接决定能否将吸附的铁精矿彻底冲洗下来（规则22、23），压力不足会导致介质堵塞，是影响品位和回收率的核心流体变量。
MC2_QC603_CKSRKYL_AI,REAL,MC2_IODev,%MW842,,,,,,,冲矿水入口压力值,,,0x0002376f,,,,,,,,,,,,,,,,,,probable,冲矿水入口压力值。辅助验证冲洗水系统供水能力的连续反馈量，与冲矿水压力同等重要。
MC2_QC603_CKSCKYL_AI,REAL,MC2_IODev,%MW844,,,,,,,冲矿水出口压力值,,,0x00023770,,,,,,,,,,,,,,,,,,probable,冲矿水出口压力值。判断冲洗水流路是否畅通和是否存在管阻的重要反馈指标，与精矿产出直接相关。
MC2_QC603_MDPL_AI,REAL,MC2_IODev,%MW846,,,,,,,脉动电机实际工作频率显示值,,,0x00023771,,,,,,,,,,,,,,,,,,probable,脉动电机实际工作频率显示值。直接反映了强磁机当前的脉动冲次（规则19），是松散矿粒群、洗出石英的决定性物理力反馈，与品位绝对强相关。
MC2_QC603_ZHPL_AI,REAL,MC2_IODev,%MW848,,,,,,,转环电机实际工作频率显示值,,,0x00023772,,,,,,,,,,,,,,,,,,probable,转环电机实际工作频率显示值。转环实际转速反馈，直接决定了磁介质捕获铁矿物的停留时间和设备处理量，核心工艺参数。
