NAME,TYPE,COMMENT,Category,Reason,Sample_Data,ADDR,CLUSTER,CUSTOM,CUSTOM1,CUSTOM2,CUSTOM3,CUSTOM4,CUSTOM5,CUSTOM6,CUSTOM7,CUSTOM8,DEADBAND,EDITCODE,ENG_FULL,ENG_UNITS,ENG_ZERO,EQUIP,FORMAT,HISTORIAN,ITEM,LINKED,OID,RAW_FULL,RAW_ZERO,REF1,REF2,TAGGENLINK,UNIT
FX_TV_2103_AI,REAL,二系列1#-2高效搅拌槽加蒸汽电动调节蝶阀TV-2103阀位反馈信号,probable,二系列1#-2搅拌槽加蒸汽反馈，反映热力学约束达成情况。,暂无采样记录,%MW224,,,,,,,,,,,,,,,,,,,,,0x0000f094,,,,,,FX2_IODev
FX_TV_2103_AO,REAL,二系列1#-2高效搅拌槽加蒸汽电动调节蝶阀TV-2103阀位给定信号,probable,二系列1#-2搅拌槽加蒸汽给定，温度控制动作指令。,暂无采样记录,%MW226,,,,,,,,,,,,,,,,,,,,,0x0000f095,,,,,,FX2_IODev
FX_TV_2104_AI,REAL,二系列2#-2高效搅拌槽加蒸汽电动调节蝶阀TV-2104阀位反馈信号,probable,二系列2#-2搅拌槽加蒸汽反馈信号，浮选加温核心变量。,暂无采样记录,%MW228,,,,,,,,,,,,,,,,,,,,,0x0000f096,,,,,,FX2_IODev
FX_TV_2104_AO,REAL,二系列2#-2高效搅拌槽加蒸汽电动调节蝶阀TV-2104阀位给定信号,probable,二系列2#-2搅拌槽加蒸汽给定信号，浮选加温控制变量。,暂无采样记录,%MW230,,,,,,,,,,,,,,,,,,,,,0x0000f097,,,,,,FX2_IODev
FX_FT_2701,REAL,二系列1#-3高效高效搅拌槽入矿管道流量,probable,入矿管道流量直接反映了系统的干矿处理负荷，是所有前馈药剂控制系统的基准信号，严重影响药剂配比。,暂无采样记录,%MW232,,,,,,,,,,,,,,,,,,,,,0x0000f098,,,,,,FX2_IODev
FX_FT_2702,REAL,二系列1#-4高效高效搅拌槽入矿管道流量,probable,2#-4入矿流量同样反映了物料流入量，是决定停留时间和加药量的关键。,暂无采样记录,%MW234,,,,,,,,,,,,,,,,,,,,,0x0000f099,,,,,,FX2_IODev
FX_TT_621c1_BJ,INT,1#二次TD-Ⅱ(供精选)搅拌槽温度1报警,probable,该变量指示供精选的TD-II搅拌槽温度报警。根据工艺背景，加温是该工艺的最显著特征，温度（30℃~40℃）直接决定了TD-II捕收剂的溶解度和活性。温度报警意味着热力学约束被打破，极易导致精矿品位直线下降，属于强相关信号。,暂无采样记录,%MW319,,,,,,,,,,,,,,,,,,,,,0x0000f0ad,,,,,,FX2_IODev
FX_TT_621c2_BJ,INT,1#二次TD-Ⅱ(供精选)搅拌槽温度2报警,probable,该变量指示供精选的TD-II搅拌槽另一个温度报警。与温度直接相关的异常会引起脂肪酸类药剂凝结或泡沫脆弱，直接破坏浮选效果，极大概率影响最终精矿品位。,暂无采样记录,%MW320,,,,,,,,,,,,,,,,,,,,,0x0000f0ae,,,,,,FX2_IODev
FX_LT_621d_BJ,INT,2#二次TD-Ⅱ(供精选)搅拌槽液位报警,probable,指示TD-II搅拌槽的液位报警。液位异常可能会导致调浆时间不足或溢槽，破坏药剂与矿浆的充分混合，进而导致后续加药浓度产生波动，影响浮选指标。,暂无采样记录,%MW321,,,,,,,,,,,,,,,,,,,,,0x0000f0af,,,,,,FX2_IODev
FX_TT_621d1_BJ,INT,2#二次TD-Ⅱ(供精选)搅拌槽温度1报警,probable,2#供精选TD-II搅拌槽的温度报警。温度是维持捕收剂性能的核心热力学参数，发生报警通常代表矿浆温度偏离最优区间，直接影响浮选的脱硅能力。,暂无采样记录,%MW322,,,,,,,,,,,,,,,,,,,,,0x0000f0b0,,,,,,FX2_IODev
FX_TT_621d2_BJ,INT,2#二次TD-Ⅱ(供精选)搅拌槽温度2报警,probable,2#供精选TD-II搅拌槽温度2报警。原理同上，热力学状态的异常是导致指标恶化的直接因素，对品位有显著关联。,暂无采样记录,%MW323,,,,,,,,,,,,,,,,,,,,,0x0000f0b1,,,,,,FX2_IODev
FX_FT_622e_BJ,INT,输送二次TD-Ⅱ螺杆泵2401出口管道流量报警,probable,指示输送TD-II捕收剂的管道流量报警。捕收剂流量直接决定了药剂与矿石的比例，加药量不足会导致石英无法浮出（硅高），过量则导致跑铁。流量异常极其关键。,暂无采样记录,%MW324,,,,,,,,,,,,,,,,,,,,,0x0000f0b2,,,,,,FX2_IODev
FX_FT_622f_BJ,INT,输送二次TD-Ⅱ螺杆泵2402出口管道流量报警,probable,输送TD-II捕收剂螺杆泵的流量报警。药剂的瞬时流量必须与入料干矿量严格匹配，流量报警意味着前馈比例被打破，直接恶化浮选指标。,暂无采样记录,%MW325,,,,,,,,,,,,,,,,,,,,,0x0000f0b3,,,,,,FX2_IODev
FX_FT_622g_BJ,INT,输送二次TD-Ⅱ螺杆泵2403出口管道流量报警,probable,同为TD-II螺杆泵出口流量报警。由于TD系列药剂是核心脱硅捕收剂，其流量异常不可避免地带来浮选行为的紊乱。,暂无采样记录,%MW326,,,,,,,,,,,,,,,,,,,,,0x0000f0b4,,,,,,FX2_IODev
FX_FT_622h_BJ,INT,输送二次TD-Ⅱ螺杆泵2404出口管道流量报警,probable,TD-II螺杆泵出口管道流量报警，直接表征药剂添加量的异常。药剂流量不稳是引起精矿品位波动的最直接物理原因之一。,暂无采样记录,%MW327,,,,,,,,,,,,,,,,,,,,,0x0000f0b5,,,,,,FX2_IODev
FX_TT_2101_BJ,INT,二系列1#-3高效搅拌槽温度报警,probable,高效搅拌槽温度报警。调浆段的加温效果必须达标才能保证抑制剂和活化剂的充分作用，此环节报警会传递至整个后续浮选回路，影响显著。,暂无采样记录,%MW328,,,,,,,,,,,,,,,,,,,,,0x0000f0b6,,,,,,FX2_IODev
FX_TT_2102_BJ,INT,二系列2#-3高效搅拌槽温度报警,probable,二系列2#-3高效搅拌槽温度报警。温度异常对大分子抑制剂糊化或捕收剂分散都有破坏性影响，是工艺诊断的重要参数。,暂无采样记录,%MW329,,,,,,,,,,,,,,,,,,,,,0x0000f0b7,,,,,,FX2_IODev
FX_TT_2103_BJ,INT,二系列1#-4高效搅拌槽温度报警,probable,二系列1#-4高效搅拌槽温度报警。搅拌调浆槽的温度是整个热工系统的直接反馈，该变量报警往往伴随浮选起泡性能的大幅改变。,暂无采样记录,%MW330,,,,,,,,,,,,,,,,,,,,,0x0000f0b8,,,,,,FX2_IODev
FX_TT_2104_BJ,INT,二系列2#-4高效搅拌槽温度报警,probable,二系列2#-4高效搅拌槽温度报警。加温控制失效会导致石英活化不良，直接拉低精矿品位。,暂无采样记录,%MW331,,,,,,,,,,,,,,,,,,,,,0x0000f0b9,,,,,,FX2_IODev
FX_TT_2105_BJ,INT,二系列3#-3高效搅拌槽温度报警,probable,二系列3#-3高效搅拌槽温度报警。任何主流程上的调浆温度报警都是严重的热工扰动，具有强相关性。,暂无采样记录,%MW332,,,,,,,,,,,,,,,,,,,,,0x0000f0ba,,,,,,FX2_IODev
FX_TT_2106_BJ,INT,二系列3#-4高效搅拌槽温度报警,probable,二系列3#-4高效搅拌槽温度报警。维持30℃~40℃的矿浆加温是浮选的基础条件，温度报警是评估品位劣化的核心依据。,暂无采样记录,%MW333,,,,,,,,,,,,,,,,,,,,,0x0000f0bb,,,,,,FX2_IODev
FX_AT_2101_BJ,INT,二系列3#-3高效搅拌槽给矿管PH值报警,probable,高效搅拌槽给矿管pH值报警。反浮选必须在严格的11.0~11.5高碱度下进行，pH异常将导致游离钙沉淀失效，脱硅彻底失败，关联性极强。,暂无采样记录,%MW334,,,,,,,,,,,,,,,,,,,,,0x0000f0bc,,,,,,FX2_IODev
FX_AT_2102_BJ,INT,二系列3#-3高效搅拌槽PH值报警,probable,搅拌槽本体的pH值报警。pH值决定了石英表面电性及钙离子的活化能力，直接控制着捕收剂能否形成疏水钙皂，极其重要。,暂无采样记录,%MW335,,,,,,,,,,,,,,,,,,,,,0x0000f0bd,,,,,,FX2_IODev
FX_AT_2103_BJ,INT,二系列3#-4高效搅拌槽给矿管PH值报警,probable,高效搅拌槽给矿管pH值报警。环境的酸碱度扰动将使得所有的药剂配比全部失效，必然导致精矿质量不合格。,暂无采样记录,%MW336,,,,,,,,,,,,,,,,,,,,,0x0000f0be,,,,,,FX2_IODev
FX_AT_2104_BJ,INT,二系列3#-4高效搅拌槽PH值报警,probable,搅拌槽的pH值报警。系统失去最佳pH区间是导致“跑铁”或“硅超标”的直接导火索，是不可忽略的关键指标。,暂无采样记录,%MW337,,,,,,,,,,,,,,,,,,,,,0x0000f0bf,,,,,,FX2_IODev
FX_FT_2701_BJ,INT,二系列1#-3高效高效搅拌槽入矿管道流量报警,probable,入矿管道流量报警。干矿处理量是系统药剂前馈控制的基础基准，入矿流量异常意味着矿量/药量比例体系被摧毁，属于源头级重大扰动。,暂无采样记录,%MW338,,,,,,,,,,,,,,,,,,,,,0x0000f0c0,,,,,,FX2_IODev
FX_FT_2702_BJ,INT,二系列1#-4高效高效搅拌槽入矿管道流量报警,probable,另一入矿管道流量报警。流量剧烈波动或异常，会导致后续各个槽体的停留时间和液位平衡打破，严重影响最终产品的品位。,暂无采样记录,%MW339,,,,,,,,,,,,,,,,,,,,,0x0000f0c1,,,,,,FX2_IODev
FX_HV_632_AI_BJ,INT,二次TD-Ⅱ搅拌槽加入热水主管道电动调节球阀HV-632阀位反馈信号报警,questionable,热水调节球阀的阀位反馈信号报警。主要反映执行机构是否存在死区或机械卡涩。虽与加温有关，但扰动需经过热力学缓冲，其对最终矿浆温度和品位的影响具间接性。,暂无采样记录,%MW340,,,,,,,,,,,,,,,,,,,,,0x0000f0c2,,,,,,FX2_IODev
FX_HV_632_AO_BJ,INT,二次TD-Ⅱ搅拌槽加入热水主管道电动调节球阀HV-632阀位给定信号报警,questionable,热水调节球阀的阀位给定信号报警。指示控制系统的输出指令处于异常状态，但由于存在大比热容惯性，指令异常不一定立即导致精矿品位恶化，相关性存疑。,暂无采样记录,%MW341,,,,,,,,,,,,,,,,,,,,,0x0000f0c3,,,,,,FX2_IODev
FX_TV_621a_AI_BJ,INT,1#二次TD-Ⅱ(供粗选)搅拌槽加蒸汽电动调节蝶阀TV-621a阀位反馈信号报警,questionable,加蒸汽电动调节蝶阀阀位反馈报警。执行机构的残差报警不代表温度确实已偏离工艺要求，只有当温度真正变化时才影响浮选，属于次级特征。,暂无采样记录,%MW342,,,,,,,,,,,,,,,,,,,,,0x0000f0c4,,,,,,FX2_IODev
FX_TV_621b_AI_BJ,INT,2#二次TD-Ⅱ(供粗选)搅拌槽加蒸汽电动调节蝶阀TV-621b阀位反馈信号报警,questionable,加蒸汽电动调节蝶阀阀位反馈报警。执行机构机械状态的表征，对终端冶金指标而言链路较长，包含的有效信息存在不确定性。,暂无采样记录,%MW343,,,,,,,,,,,,,,,,,,,,,0x0000f0c5,,,,,,FX2_IODev
FX_TV_621c_AI_BJ,INT,1#二次TD-Ⅱ(供精选)搅拌槽加蒸汽电动调节蝶阀TV-621c阀位反馈信号报警,questionable,蒸汽阀门反馈报警。仅提示电气或机械层面的阀位偏差，不一定构成引起精矿品位波动的足够热工扰动。,暂无采样记录,%MW344,,,,,,,,,,,,,,,,,,,,,0x0000f0c6,,,,,,FX2_IODev
FX_TV_621d_AI_BJ,INT,2#二次TD-Ⅱ(供精选)搅拌槽加蒸汽电动调节蝶阀TV-621d阀位反馈信号报警,questionable,蒸汽阀门反馈报警。类似地，此类底层设备级的报警可能频繁触发且大多被系统的热惯性吸收，对品位直接影响可疑。,暂无采样记录,%MW345,,,,,,,,,,,,,,,,,,,,,0x0000f0c7,,,,,,FX2_IODev
FX_HV_631_AI_BJ,INT,热水桶加蒸汽电动调节蝶阀HV-631阀位反馈信号报警,questionable,热水桶加蒸汽蝶阀反馈报警。阀门自身反馈的故障报警不如实际矿浆温度直接，因此与最终品位的相关性处于可疑状态。,暂无采样记录,%MW346,,,,,,,,,,,,,,,,,,,,,0x0000f0c8,,,,,,FX2_IODev
FX_HV_621a_AI_BJ,INT,1#二次TD-Ⅱ(供粗选)搅拌槽加冷水电动调节蝶阀HV-621a阀位反馈信号报警,questionable,加冷水调节蝶阀的反馈报警。冷水调节故障可能影响局部液位或温度微调，但往往不会主导整个宏观的精矿浮选脱硅能力。,暂无采样记录,%MW347,,,,,,,,,,,,,,,,,,,,,0x0000f0c9,,,,,,FX2_IODev
FX_HV_621b_AI_BJ,INT,2#二次TD-Ⅱ(供粗选)搅拌槽加冷水电动调节蝶阀HV-621b阀位反馈信号报警,questionable,加冷水调节蝶阀的反馈报警。反馈信号本身存在的误差或报警可能是传感器漂移，对实际浮选作业干预程度难以界定。,暂无采样记录,%MW348,,,,,,,,,,,,,,,,,,,,,0x0000f0ca,,,,,,FX2_IODev
FX_HV_621c_AI_BJ,INT,1#二次TD-Ⅱ(供精选)搅拌槽加冷水电动调节蝶阀HV-621c阀位反馈信号报警,questionable,加冷水调节蝶阀的反馈报警。此类底层自控执行器件的告警多用于设备检修，不一定作为数据模型预测精矿品位的首选特征。,暂无采样记录,%MW349,,,,,,,,,,,,,,,,,,,,,0x0000f0cb,,,,,,FX2_IODev
FX_HV_621d_AI_BJ,INT,2#二次TD-Ⅱ(供精选)搅拌槽加冷水电动调节蝶阀HV-621d阀位反馈信号报警,questionable,加冷水调节蝶阀的反馈报警。同上逻辑，其对最终系统热平衡的实质性破坏程度未知，故划入可疑变量。,暂无采样记录,%MW350,,,,,,,,,,,,,,,,,,,,,0x0000f0cc,,,,,,FX2_IODev
FX_TV_621a_AO_BJ,INT,1#二次TD-Ⅱ(供粗选)搅拌槽加蒸汽电动调节蝶阀TV-621a阀位给定信号报警,questionable,加蒸汽电动蝶阀给定信号报警。给定值超出限幅或发生异常只是控制逻辑侧的问题，尚未证实已转变为真实的热力学危害。,暂无采样记录,%MW351,,,,,,,,,,,,,,,,,,,,,0x0000f0cd,,,,,,FX2_IODev
FX_TV_621b_AO_BJ,INT,2#二次TD-Ⅱ(供粗选)搅拌槽加蒸汽电动调节蝶阀TV-621b阀位给定信号报警,questionable,加蒸汽电动蝶阀给定信号报警。控制器输出异常报警。工艺存在显著的大时滞和物理缓冲，给定信号瞬间报警可能不带来实质影响。,暂无采样记录,%MW352,,,,,,,,,,,,,,,,,,,,,0x0000f0ce,,,,,,FX2_IODev
FX_TV_621c_AO_BJ,INT,1#二次TD-Ⅱ(供精选)搅拌槽加蒸汽电动调节蝶阀TV-621c阀位给定信号报警,questionable,加蒸汽电动蝶阀给定信号报警。控制系统的内部限值报警，对最终矿石分选的直接因果作用相对薄弱。,暂无采样记录,%MW353,,,,,,,,,,,,,,,,,,,,,0x0000f0cf,,,,,,FX2_IODev
FX_TV_621d_AO_BJ,INT,2#二次TD-Ⅱ(供精选)搅拌槽加蒸汽电动调节蝶阀TV-621d阀位给定信号报警,questionable,加蒸汽电动蝶阀给定信号报警。该离散事件对长达数十分钟滞后的产品品位变化解释力有限。,暂无采样记录,%MW354,,,,,,,,,,,,,,,,,,,,,0x0000f0d0,,,,,,FX2_IODev
FX_HV_631_AO_BJ,INT,热水桶加蒸汽电动调节蝶阀HV-631阀位给定信号报警,questionable,热水桶加蒸汽电动蝶阀给定报警。同属过程控制层的参数约束告警，需结合实际温度看才有意义，单凭此变量相关性可疑。,暂无采样记录,%MW355,,,,,,,,,,,,,,,,,,,,,0x0000f0d1,,,,,,FX2_IODev
FX_HV_621a_AO_BJ,INT,1#二次TD-Ⅱ(供粗选)搅拌槽加冷水电动调节蝶阀HV-621a阀位给定信号报警,questionable,加冷水调节蝶阀给定信号报警。水量给定的短暂异常不一定会打破浮选槽整体质量浓度（30%~35%）的稳定。,暂无采样记录,%MW356,,,,,,,,,,,,,,,,,,,,,0x0000f0d2,,,,,,FX2_IODev
FX_HV_621b_AO_BJ,INT,2#二次TD-Ⅱ(供粗选)搅拌槽加冷水电动调节蝶阀HV-621b阀位给定信号报警,questionable,加冷水调节蝶阀给定信号报警。系统具有较强的容错能力，执行阀给定异常可能仅影响极其细微的水量平衡，可疑。,暂无采样记录,%MW357,,,,,,,,,,,,,,,,,,,,,0x0000f0d3,,,,,,FX2_IODev
FX_HV_621c_AO_BJ,INT,1#二次TD-Ⅱ(供精选)搅拌槽加冷水电动调节蝶阀HV-621c阀位给定信号报警,questionable,加冷水调节蝶阀给定信号报警。仅作为一种可能的异常线索，不如直接的药剂或总入料流量异常对品位影响大。,暂无采样记录,%MW358,,,,,,,,,,,,,,,,,,,,,0x0000f0d4,,,,,,FX2_IODev
FX_HV_621d_AO_BJ,INT,2#二次TD-Ⅱ(供精选)搅拌槽加冷水电动调节蝶阀HV-621d阀位给定信号报警,questionable,加冷水调节蝶阀给定信号报警。逻辑同前，设备级的控制指令预警缺乏与矿浆微观化学状态直接对应的能力。,暂无采样记录,%MW359,,,,,,,,,,,,,,,,,,,,,0x0000f0d5,,,,,,FX2_IODev
FX_TV_2101_AI_BJ,INT,二系列1#-1高效搅拌槽加蒸汽电动调节蝶阀TV-2101阀位反馈信号报警,questionable,搅拌槽加蒸汽阀位反馈信号报警。气动/电动阀偶尔未达到设定位置而触发报警，在工业现场极常见，难以直接归咎于引起品位波动。,暂无采样记录,%MW360,,,,,,,,,,,,,,,,,,,,,0x0000f0d6,,,,,,FX2_IODev
FX_TV_2101_AO_BJ,INT,二系列1#-1高效搅拌槽加蒸汽电动调节蝶阀TV-2101阀位给定信号报警,questionable,搅拌槽加蒸汽阀位给定信号报警。控制系统给出的指令界限报警，它更偏向于自动化诊断领域，而不是冶金机理分析直接相关的变量。,暂无采样记录,%MW361,,,,,,,,,,,,,,,,,,,,,0x0000f0d7,,,,,,FX2_IODev
FX_TV_2102_AI_BJ,INT,二系列2#-1高效搅拌槽加蒸汽电动调节蝶阀TV-2102阀位反馈信号报警,questionable,2#-1加蒸汽阀位反馈信号报警。阀位偏差引起的微弱热量变化可能被庞大的槽体容积完全掩盖。,暂无采样记录,%MW362,,,,,,,,,,,,,,,,,,,,,0x0000f0d8,,,,,,FX2_IODev
FX_TV_2102_AO_BJ,INT,二系列2#-1高效搅拌槽加蒸汽电动调节蝶阀TV-2102阀位给定信号报警,questionable,2#-1加蒸汽阀位给定信号报警。信号限幅警告，对反映药剂与矿粒之间的物理化学吸附效果没有直接关联。,暂无采样记录,%MW363,,,,,,,,,,,,,,,,,,,,,0x0000f0d9,,,,,,FX2_IODev
FX_TV_2103_AI_BJ,INT,二系列1#-2高效搅拌槽加蒸汽电动调节蝶阀TV-2103阀位反馈信号报警,questionable,1#-2加蒸汽阀位反馈信号报警。设备层由于磨损等物理因素导致的阀门行程残差，不是引起品位波动的决定性因子。,暂无采样记录,%MW364,,,,,,,,,,,,,,,,,,,,,0x0000f0da,,,,,,FX2_IODev
FX_TV_2103_AO_BJ,INT,二系列1#-2高效搅拌槽加蒸汽电动调节蝶阀TV-2103阀位给定信号报警,questionable,1#-2加蒸汽阀位给定信号报警。此类变量信息往往是零散冗余的，不具备代表浮选工况全局演变的宏观统计特征。,暂无采样记录,%MW365,,,,,,,,,,,,,,,,,,,,,0x0000f0db,,,,,,FX2_IODev
FX_TV_2104_AI_BJ,INT,二系列2#-2高效搅拌槽加蒸汽电动调节蝶阀TV-2104阀位反馈信号报警,questionable,2#-2加蒸汽阀位反馈信号报警。与其他执行机构报警类似，这种弱扰动信号对最终结果呈现非线性甚至完全不相关的特性。,暂无采样记录,%MW366,,,,,,,,,,,,,,,,,,,,,0x0000f0dc,,,,,,FX2_IODev
FX_TV_2104_AO_BJ,INT,二系列2#-2高效搅拌槽加蒸汽电动调节蝶阀TV-2104阀位给定信号报警,questionable,2#-2加蒸汽阀位给定信号报警。执行机构的控制信号约束不一定等价于热能输入的实质缺失，属于可疑特征。,暂无采样记录,%MW367,,,,,,,,,,,,,,,,,,,,,0x0000f0dd,,,,,,FX2_IODev
FX_3F01_ZT,INT,电动阀(输送二次TD-II粗选)1#3F01状态,questionable,输送二次TD-II粗选设备的电动阀状态。开关量状态变量在连续稳态生产下基本保持不变，当其发生切换时仅表明设备换备，对工艺的冶金分离本质影响微弱。,暂无采样记录,%MW400,,,,,,,,,,,,,,,,,,,,,0x0000f0de,,,,,,FX2_IODev
FX_3F02_ZT,INT,电动阀(输送二次TD-II粗选)1#3F02状态,probable,该变量为输送二次TD-II捕收剂至粗选作业的1#系统电动阀状态。根据工艺背景，TD-II是决定石英脱除效果的核心捕收剂（背景32、84），粗选作业直接决定大量硅的脱除负荷（背景14、86）。阀门状态（开/关/故障）直接决定该加药支路是否正常投用，进而影响捕收剂的实际加入量和最终精矿品位，属重要前馈关联变量。,暂无采样记录,%MW401,,,,,,,,,,,,,,,,,,,,,0x0000f0df,,,,,,FX2_IODev
FX_3F03_ZT,INT,电动阀(输送二次TD-II粗选)1#3F03状态,probable,该变量为输送二次TD-II捕收剂至粗选作业的1#系统电动阀状态。根据工艺背景，TD-II是决定石英脱除效果的核心捕收剂（背景32、84），粗选作业直接决定大量硅的脱除负荷（背景14、86）。阀门状态（开/关/故障）直接决定该加药支路是否正常投用，进而影响捕收剂的实际加入量和最终精矿品位，属重要前馈关联变量。,暂无采样记录,%MW402,,,,,,,,,,,,,,,,,,,,,0x0000f0e0,,,,,,FX2_IODev
FX_3F04_ZT,INT,电动阀(输送二次TD-II粗选)1#3F04状态,probable,该变量为输送二次TD-II捕收剂至粗选作业的1#系统电动阀状态。根据工艺背景，TD-II是决定石英脱除效果的核心捕收剂（背景32、84），粗选作业直接决定大量硅的脱除负荷（背景14、86）。阀门状态（开/关/故障）直接决定该加药支路是否正常投用，进而影响捕收剂的实际加入量和最终精矿品位，属重要前馈关联变量。,暂无采样记录,%MW403,,,,,,,,,,,,,,,,,,,,,0x0000f0e1,,,,,,FX2_IODev
FX_3F05_ZT,INT,电动阀(输送二次TD-II粗选)1#3F05状态,probable,该变量为输送二次TD-II捕收剂至粗选作业的1#系统电动阀状态。根据工艺背景，TD-II是决定石英脱除效果的核心捕收剂（背景32、84），粗选作业直接决定大量硅的脱除负荷（背景14、86）。阀门状态（开/关/故障）直接决定该加药支路是否正常投用，进而影响捕收剂的实际加入量和最终精矿品位，属重要前馈关联变量。,暂无采样记录,%MW404,,,,,,,,,,,,,,,,,,,,,0x0000f0e2,,,,,,FX2_IODev
FX_3F06_ZT,INT,电动阀(输送二次TD-II粗选)1#3F06状态,probable,该变量为输送二次TD-II捕收剂至粗选作业的1#系统电动阀状态。根据工艺背景，TD-II是决定石英脱除效果的核心捕收剂（背景32、84），粗选作业直接决定大量硅的脱除负荷（背景14、86）。阀门状态（开/关/故障）直接决定该加药支路是否正常投用，进而影响捕收剂的实际加入量和最终精矿品位，属重要前馈关联变量。,暂无采样记录,%MW405,,,,,,,,,,,,,,,,,,,,,0x0000f0e3,,,,,,FX2_IODev
FX_3F07_ZT,INT,电动阀(输送二次TD-II粗选)1#3F07状态,probable,该变量为输送二次TD-II捕收剂至粗选作业的1#系统电动阀状态。根据工艺背景，TD-II是决定石英脱除效果的核心捕收剂（背景32、84），粗选作业直接决定大量硅的脱除负荷（背景14、86）。阀门状态（开/关/故障）直接决定该加药支路是否正常投用，进而影响捕收剂的实际加入量和最终精矿品位，属重要前馈关联变量。,暂无采样记录,%MW406,,,,,,,,,,,,,,,,,,,,,0x0000f0e4,,,,,,FX2_IODev
FX_3F08_ZT,INT,电动阀(输送二次TD-II粗选)1#3F08状态,probable,该变量为输送二次TD-II捕收剂至粗选作业的1#系统电动阀状态。根据工艺背景，TD-II是决定石英脱除效果的核心捕收剂（背景32、84），粗选作业直接决定大量硅的脱除负荷（背景14、86）。阀门状态（开/关/故障）直接决定该加药支路是否正常投用，进而影响捕收剂的实际加入量和最终精矿品位，属重要前馈关联变量。,暂无采样记录,%MW407,,,,,,,,,,,,,,,,,,,,,0x0000f0e5,,,,,,FX2_IODev
FX_3F09_ZT,INT,电动阀(输送二次TD-II粗选)1#3F09状态,probable,该变量为输送二次TD-II捕收剂至粗选作业的1#系统电动阀状态。根据工艺背景，TD-II是决定石英脱除效果的核心捕收剂（背景32、84），粗选作业直接决定大量硅的脱除负荷（背景14、86）。阀门状态（开/关/故障）直接决定该加药支路是否正常投用，进而影响捕收剂的实际加入量和最终精矿品位，属重要前馈关联变量。,暂无采样记录,%MW408,,,,,,,,,,,,,,,,,,,,,0x0000f0e6,,,,,,FX2_IODev
FX_3F10_ZT,INT,电动阀(输送二次TD-II粗选)1#3F10状态,probable,该变量为输送二次TD-II捕收剂至粗选作业的1#系统电动阀状态。根据工艺背景，TD-II是决定石英脱除效果的核心捕收剂（背景32、84），粗选作业直接决定大量硅的脱除负荷（背景14、86）。阀门状态（开/关/故障）直接决定该加药支路是否正常投用，进而影响捕收剂的实际加入量和最终精矿品位，属重要前馈关联变量。,暂无采样记录,%MW409,,,,,,,,,,,,,,,,,,,,,0x0000f0e7,,,,,,FX2_IODev
FX_3F11_ZT,INT,电动阀(输送二次TD-II粗选)1#3F11状态,probable,该变量为输送二次TD-II捕收剂至粗选作业的1#系统电动阀状态。根据工艺背景，TD-II是决定石英脱除效果的核心捕收剂（背景32、84），粗选作业直接决定大量硅的脱除负荷（背景14、86）。阀门状态（开/关/故障）直接决定该加药支路是否正常投用，进而影响捕收剂的实际加入量和最终精矿品位，属重要前馈关联变量。,暂无采样记录,%MW410,,,,,,,,,,,,,,,,,,,,,0x0000f0e8,,,,,,FX2_IODev
FX_3F12_ZT,INT,电动阀(输送二次TD-II粗选)1#3F12状态,probable,该变量为输送二次TD-II捕收剂至粗选作业的1#系统电动阀状态。根据工艺背景，TD-II是决定石英脱除效果的核心捕收剂（背景32、84），粗选作业直接决定大量硅的脱除负荷（背景14、86）。阀门状态（开/关/故障）直接决定该加药支路是否正常投用，进而影响捕收剂的实际加入量和最终精矿品位，属重要前馈关联变量。,暂无采样记录,%MW411,,,,,,,,,,,,,,,,,,,,,0x0000f0e9,,,,,,FX2_IODev
FX_4F01_ZT,INT,电动阀(输送二次TD-II粗选)2#4F01状态,probable,"该变量为输送二次TD-II捕收剂至粗选作业的2#系统电动阀状态。根据工艺背景，TD-II是核心捕收剂，其用量与硅的脱除效率高度正相关（背景32, 38）。2#系统粗选脱硅对最终品位贡献巨大，该阀门状态直接影响药剂是否按需分配至粗选槽中，因此很可能与精矿品位相关。",暂无采样记录,%MW412,,,,,,,,,,,,,,,,,,,,,0x0000f0ea,,,,,,FX2_IODev
FX_4F02_ZT,INT,电动阀(输送二次TD-II粗选)2#4F02状态,probable,"该变量为输送二次TD-II捕收剂至粗选作业的2#系统电动阀状态。根据工艺背景，TD-II是核心捕收剂，其用量与硅的脱除效率高度正相关（背景32, 38）。2#系统粗选脱硅对最终品位贡献巨大，该阀门状态直接影响药剂是否按需分配至粗选槽中，因此很可能与精矿品位相关。",暂无采样记录,%MW413,,,,,,,,,,,,,,,,,,,,,0x0000f0eb,,,,,,FX2_IODev
FX_4F03_ZT,INT,电动阀(输送二次TD-II粗选)2#4F03状态,probable,"该变量为输送二次TD-II捕收剂至粗选作业的2#系统电动阀状态。根据工艺背景，TD-II是核心捕收剂，其用量与硅的脱除效率高度正相关（背景32, 38）。2#系统粗选脱硅对最终品位贡献巨大，该阀门状态直接影响药剂是否按需分配至粗选槽中，因此很可能与精矿品位相关。",暂无采样记录,%MW414,,,,,,,,,,,,,,,,,,,,,0x0000f0ec,,,,,,FX2_IODev
