Variable_Name,Group,Description_CN,Original_Operability,Stage_ID,Stage_Name,Stage_Source,Signal_Class,Keep_All,Keep_xin1,Keep_xin2,Decision_Reason,Present_In_Input_Parquet
FX_TT_2105,B,二系列3#-3高效搅拌槽温度,observable,5,调浆激发,annotated_md,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
FX_TV_2102_AI,B,二系列2#-1高效搅拌槽加蒸汽电动调节蝶阀TV-2102阀位反馈信号,observable,5,调浆激发,heuristic,actuator_feedback_duplicate,drop,drop,drop,阀位反馈多为执行器回显，可由设定/流量/液位间接表征，优先降维。,yes
FX_AT_1102,C,,observable,5,调浆激发,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_FT_1701,C,,observable,5,调浆激发,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_HGB2202_I,C,,observable,5,调浆激发,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_HV_632_AI,C,,observable,5,调浆激发,annotated_md,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_JBC102_I,C,,observable,5,调浆激发,annotated_md,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_LGB2302_F,C,,observable,5,调浆激发,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_LGB2403_F_W,C,,observable,5,调浆激发,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_LGB2602_I,C,,observable,5,调浆激发,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_LGB2702_F,C,,observable,5,调浆激发,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_LGB2801_F,C,,observable,5,调浆激发,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_LGB2801_I,C,,observable,5,调浆激发,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_TV_1101_AI,C,,observable,5,调浆激发,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_TV_2103_AI,C,,observable,5,调浆激发,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_TV_2104_AI,C,,observable,5,调浆激发,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_AH5_AI6,A,浮选1#低压室1#变压器总瞬时有功功率,observable,6,浮选网络,annotated_md,power_supply_health,drop,drop,drop,配电/供电健康量与主工艺因果链距离较远，优先删除。,yes
FX_AH6_AI6,A,浮选1#低压室2#变压器总瞬时有功功率,observable,6,浮选网络,heuristic,power_supply_health,drop,drop,drop,配电/供电健康量与主工艺因果链距离较远，优先删除。,yes
FX_FXJ803_I,A,浮选机(扫选三)803电流,observable,6,浮选网络,heuristic,support_equipment_load,drop,drop,drop,设备电流/频率更多反映机组负荷，降维时优先让位于流量、液位、泡沫和药剂量。,yes
FX_X1SX1_AI7,A,Ⅰ系列扫选1作业蝶阀1开度实际值,observable,6,浮选网络,heuristic,actuator_feedback_duplicate,drop,drop,drop,阀位反馈多为执行器回显，可由设定/流量/液位间接表征，优先降维。,yes
FX_X1SX3_AI7,A,Ⅰ系列扫选3作业蝶阀1开度实际值,observable,6,浮选网络,annotated_md,actuator_feedback_duplicate,drop,drop,drop,阀位反馈多为执行器回显，可由设定/流量/液位间接表征，优先降维。,yes
FX_FT_2602_BJ,B,二系列粗选给矿泵1102出口管道流量报警,operable,6,浮选网络,annotated_md,alarm_or_status,drop,drop,drop,报警/状态信号不直接表征工艺机理，优先删除。,yes
FX_X2CX1_AI7,B,Ⅱ系列粗选1作业蝶阀1开度实际值,observable,6,浮选网络,heuristic,actuator_feedback_duplicate,drop,drop,drop,阀位反馈多为执行器回显，可由设定/流量/液位间接表征，优先降维。,yes
FX_X2CX2_AI27,B,Ⅱ系列粗选2作业电动阀开度,observable,6,浮选网络,heuristic,actuator_feedback_duplicate,drop,drop,drop,阀位反馈多为执行器回显，可由设定/流量/液位间接表征，优先降维。,yes
FX_X2CX3_AI11,B,Ⅱ系列粗选3作业蝶阀2开度实际值,observable,6,浮选网络,annotated_md,actuator_feedback_duplicate,drop,drop,drop,阀位反馈多为执行器回显，可由设定/流量/液位间接表征，优先降维。,yes
FX_X2CX3_AI13,B,Ⅱ系列粗选3作业1#减速机低速端上轴温,observable,6,浮选网络,heuristic,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
FX_X2CX3_AI7,B,Ⅱ系列粗选3作业蝶阀1开度实际值,observable,6,浮选网络,heuristic,actuator_feedback_duplicate,drop,drop,drop,阀位反馈多为执行器回显，可由设定/流量/液位间接表征，优先降维。,yes
FX_X2JX_AI17,B,Ⅱ系列精选作业1#减速机低速端上轴温,observable,6,浮选网络,heuristic,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
FX_X2SX1_AI38,B,Ⅱ系列扫选1作业电动阀开度,observable,6,浮选网络,heuristic,actuator_feedback_duplicate,drop,drop,drop,阀位反馈多为执行器回显，可由设定/流量/液位间接表征，优先降维。,yes
FX_X2SX1_AI7,B,Ⅱ系列扫选1作业蝶阀1开度实际值,observable,6,浮选网络,heuristic,actuator_feedback_duplicate,drop,drop,drop,阀位反馈多为执行器回显，可由设定/流量/液位间接表征，优先降维。,yes
FX_AH10_AI6,C,浮选3#低压室2#变压器总瞬时有功功率,observable,6,浮选网络,heuristic,power_supply_health,drop,drop,drop,配电/供电健康量与主工艺因果链距离较远，优先删除。,yes
FX_AH12_AI6,C,浮选4#鼓风机变频总瞬时有功功率,observable,6,浮选网络,heuristic,power_supply_health,drop,drop,drop,配电/供电健康量与主工艺因果链距离较远，优先删除。,yes
FX_AH14_AI7,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_AH16_AI5,C,浮选6#鼓风机变频总功率因素,observable,6,浮选网络,annotated_md,power_supply_health,drop,drop,drop,配电/供电健康量与主工艺因果链距离较远，优先删除。,yes
FX_AH16_AI6,C,浮选6#鼓风机变频总瞬时有功功率,observable,6,浮选网络,heuristic,power_supply_health,drop,drop,drop,配电/供电健康量与主工艺因果链距离较远，优先删除。,yes
FX_AH7_AI6,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_AH9_AI6,C,浮选3#低压室1#变压器总瞬时有功功率,observable,6,浮选网络,heuristic,power_supply_health,drop,drop,drop,配电/供电健康量与主工艺因果链距离较远，优先删除。,yes
FX_FXJ401_I,C,,observable,6,浮选网络,annotated_md,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_FXJ401_U,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_FXJ402_I,C,,observable,6,浮选网络,annotated_md,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_FXJ407_I,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_FXJ410_I,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_FXJ504_I,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_FXJ601_I,C,浮选机(扫选一)601电流,observable,6,浮选网络,annotated_md,support_equipment_load,drop,drop,drop,设备电流/频率更多反映机组负荷，降维时优先让位于流量、液位、泡沫和药剂量。,yes
FX_FXJ602_I,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_FXJ603_I,C,浮选机(扫选一)603电流,observable,6,浮选网络,annotated_md,support_equipment_load,drop,drop,drop,设备电流/频率更多反映机组负荷，降维时优先让位于流量、液位、泡沫和药剂量。,yes
FX_FXJ604_I,C,浮选机(扫选一)604电流,observable,6,浮选网络,annotated_md,support_equipment_load,drop,drop,drop,设备电流/频率更多反映机组负荷，降维时优先让位于流量、液位、泡沫和药剂量。,yes
FX_FXJ605_I,C,浮选机(扫选一)605电流,observable,6,浮选网络,annotated_md,support_equipment_load,drop,drop,drop,设备电流/频率更多反映机组负荷，降维时优先让位于流量、液位、泡沫和药剂量。,yes
FX_FXJ701_I,C,,observable,6,浮选网络,annotated_md,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_FXJ801_I,C,浮选机(扫选三)801电流,observable,6,浮选网络,annotated_md,support_equipment_load,drop,drop,drop,设备电流/频率更多反映机组负荷，降维时优先让位于流量、液位、泡沫和药剂量。,yes
FX_FXJ802_I,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_LGB2303_F_W,C,,observable,6,浮选网络,annotated_md,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_X1CX1_AI1,C,,observable,6,浮选网络,annotated_md,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_X1CX1_AI5,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_X1CX2_AI12,C,,observable,6,浮选网络,annotated_md,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_X1CX2_AI3,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_X1CX2_AI7,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_X1JX_AI11,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_X1JX_AI13,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_X1JX_AI5,C,,observable,6,浮选网络,annotated_md,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_X1SX1_AI15,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_X1SX1_AI16,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_X1SX1_AI3,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_X1SX2_AI12,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_X1SX2_AI7,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_X1SX3_AI1,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_X2CX1_AI5,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_X2CX2_AI4,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_X2CX2_AI5,C,,observable,6,浮选网络,annotated_md,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_X2CX2_AI7,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_X2CX3_AI27,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_X2CX3_AI3,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_X2JX_AI5,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_X2SX1_AI13,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_X2SX1_AI4,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_X2SX1_AI5,C,,observable,6,浮选网络,annotated_md,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_X2SX2_AI3,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_X2SX3_AI3,C,,observable,6,浮选网络,annotated_md,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_X2SX3_AI4,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_X2SX3_AI5,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_ZJB1104_F,C,,observable,6,浮选网络,annotated_md,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_ZJB1203_I,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_ZJB1204_F,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_ZJB1204_I,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_ZJB1301_I,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_ZJB1302_I,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_ZJB13_F,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_ZJB1401_F,C,渣浆泵(精矿泵)1401频率反馈,observable,6,浮选网络,heuristic,support_equipment_load,drop,drop,drop,设备电流/频率更多反映机组负荷，降维时优先让位于流量、液位、泡沫和药剂量。,yes
FX_ZJB1404_F,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_ZJB14_I,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_ZJB1502_F,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_ZJB1601_F,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_ZJB1601_I,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_ZJB1603_I,C,,observable,6,浮选网络,heuristic,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_LT_1604_BJ,A,一系列尾矿泵池(给尾矿浓缩机)液位报警,observable,7,尾矿收尾,heuristic,alarm_or_status,drop,drop,drop,报警/状态信号不直接表征工艺机理，优先删除。,yes
FX_ZJB1502_I,C,渣浆泵(事故泵)1502电流反馈,observable,7,尾矿收尾,annotated_md,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
FX_ZJB1504_F,C,渣浆泵(事故泵)1504频率反馈,observable,7,尾矿收尾,annotated_md,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
FX_ZJB1504_I,C,,observable,7,尾矿收尾,annotated_md,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_ZJB1602_I,C,渣浆泵(尾矿泵)1602电流反馈,observable,7,尾矿收尾,annotated_md,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
FX_ZJB1604_I,C,渣浆泵(尾矿泵)1604电流反馈,observable,7,尾矿收尾,annotated_md,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
MC2_SGB1002_DL,C,2#事故泵电流,observable,7,尾矿收尾,annotated_md,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
FX_ZJB1401_I,C,,observable,8,精矿脱水,annotated_md,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_ZJB1402_I,C,,observable,8,精矿脱水,annotated_md,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_ZJB1404_I,C,渣浆泵(精矿泵)1404电流反馈,observable,8,精矿脱水,annotated_md,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
FX_LT_1601_BJ,A,一系列精选泡沫及一扫底流泵池(给粗选)液位报警,observable,,未识别,unknown,alarm_or_status,drop,drop,drop,报警/状态信号不直接表征工艺机理，优先删除。,yes
FX_TT_1101,A,一系列1#-1高效搅拌槽温度,observable,,未识别,unknown,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
FX_1FP2_ZT,C,,observable,,未识别,unknown,alarm_or_status,drop,drop,drop,报警/状态信号不直接表征工艺机理，优先删除。,yes
FX_3QF05_ZT,C,,observable,,未识别,unknown,alarm_or_status,drop,drop,drop,报警/状态信号不直接表征工艺机理，优先删除。,yes
FX_3QF11_ZT,C,,observable,,未识别,unknown,alarm_or_status,drop,drop,drop,报警/状态信号不直接表征工艺机理，优先删除。,yes
FX_8F16_ZT,C,,observable,,未识别,unknown,alarm_or_status,drop,drop,drop,报警/状态信号不直接表征工艺机理，优先删除。,yes
FX_FT_1601,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_FT_1602,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_FT_612C,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_FT_612D,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_FT_612E,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_FT_612F,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_FT_612G,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_FT_612H,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_FT_622A,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_FT_622A_LJ,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_FT_622B,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_FT_622C,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_FT_622D,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_FT_622E,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_FT_622E_SP,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_FT_622F,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_FT_622G,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_FT_622H,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_FT_642A,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_FT_642B,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_FT_642C,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_FT_642D,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_HV_621A_AI,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_HV_621B_AI,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_HV_621C_AI,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_HV_621D_AI,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_JBC1801_I,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_LT_1601,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_LT_1601_HSV,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_LT_1602,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_LT_1602_BJ,C,,observable,,未识别,unknown,alarm_or_status,drop,drop,drop,报警/状态信号不直接表征工艺机理，优先删除。,yes
FX_TT_1105,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_TT_2102,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_TT_2104,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_TT_2106,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_TT_621B2,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_TT_621C1,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_TT_631B,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_TT_901_JK,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_TT_902_JK,C,离心鼓风机902进口温度,observable,,未识别,unknown,weak_aux_signal,drop,drop,drop,辅助信号与核心工艺链路关系较弱，建议删除。,yes
FX_TT_906_JK,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_TV_611_AI,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_TV_621A_AI,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_TV_621B_AI,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_TV_621C_AI,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_TV_621D_AI,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_ZJB3002_I,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_ZJB3004_I,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_ZJB33_F,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_ZJB33_I,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_ZJB34_I,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_ZJB41_I,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_ZJB43_I,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
FX_ZJB62_I,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
MC2_FET102_DL_AI,C,,observable,,未识别,unknown,unidentified_signal,drop,drop,drop,缺少中文描述且无法从命名稳定识别工艺语义，保守删除。,yes
